x_1	x_2	y_1	y_2	P(x_1)	P(x_2)	P(y_1)	P(y_2)	P(x_1, y_1)	P(x_1, y_2)	P(x_2, y_1)	P(x_2, y_2)	P(y_1|x_1)	P(y_2|x_2)	P(x_1|y_1)	P(x_2|y_2)
He should be back before more sunlight reaches us	He should be back before the sun implodes	He will be back quickly	He will be back slowly	0.007758244052248744	0.01140453275642434	0.02049357587117447	0.012966124692973442	0.017070628113695717	0.014987773422253355	0.020374522638714462	0.018461191571157907	0.5324853172904883	0.47536634633244146	0.45588354621851684	0.5519211603346882
Her commitment to the cause was as sturdy as oak	Her commitment to the cause was as sturdy as plywood	She was committed	She was uncommitted	0.013246551804922962	0.016152137938675606	0.004717027509442644	0.004880352153992348	0.01403222362477818	0.013335875640845693	0.01672984693621482	0.015195605854013045	0.5127218915930919	0.4759715063043461	0.4561534177927333	0.5325908455455155
The crowd's reaction to the performance fizzled like fireworks	The crowd's reaction to the performance fizzled like flat soda	The crowd was enthusiastic	The crowd was unenthusiastic	0.021388134650766208	0.01301717060615004	0.01321779900131794	0.06169875870403379	0.02723077849862183	0.046361873152622024	0.018555889622306487	0.03278075494383592	0.37002034697253067	0.6385449462245437	0.5947316023673516	0.41419846336014
The pilot flew like a ballet dancer	The pilot flew like a modern dancer	The pilot flew in a restrained way	The pilot flew in a creative way	0.005993880088996434	0.0026336741288199793	0.003716908747802884	0.004323152451840356	0.015381033007548959	0.016997331377908473	0.010324933817222071	0.011242583118372281	0.4750404567828407	0.5212738745932256	0.5983448555892222	0.3981096727418544
He had the air of a cult leader	He had the air of a church leader	People were intimidated by him	People were not intimidated by him	0.04383881569269496	0.027387439214256883	0.017024675165904047	0.025862953407359612	0.04649335308828896	0.04608359890682441	0.03134359968053669	0.03596735434575846	0.5022130464042831	0.5343462273868195	0.5973172308835545	0.4383538876755981
The venture was charting new waters	The venture was blown out to sea	The venture was innovative	The venture was unsuccessful	0.002361869773372862	0.003700194094456614	0.0013861853652489846	0.0039055980690851574	0.005375893130478369	0.004930805098128638	0.005257764938417787	0.008044736784684113	0.5215921734816275	0.6047536735675181	0.5055544475520664	0.6199923561836039
She was as bright as diamond	She was as bright as obsidian	She was intelligent	She was unintelligent	0.01711000550469488	0.018642950968340708	0.005670953041976247	0.00679147016954133	0.02748429496483824	0.022450914917779816	0.027867805951227856	0.024174321044964163	0.5503991077527292	0.4645144701086684	0.49653571427242515	0.5184814735153451
Vanity is the quicksand of reason	Vanity is the tailwind of reason	Vanity destroys reason	Vanity motivates reason	0.009146237300290362	0.003807299577217082	0.00021111005961535552	0.00020574235424378228	0.007839842834865428	0.008528458920911268	0.004392375616531954	0.005459207736626376	0.47896495017258545	0.5541452110717008	0.6409174971830086	0.39028723448199487
The movie has the depth of the ocean	The movie has the depth of a wading pool	The movie is profound	The movie is vapid	0.007927624340950236	0.010862394076550286	0.0019679620587201106	0.004086750002551017	0.013405753166329692	0.012974517372677834	0.014270792271186007	0.014623655490149856	0.5081734528274493	0.5061060730746344	0.48437234323898404	0.5298776684541545
Even a monkey falls from a tree sometimes	Even a monkey writes a sonnet sometimes	Experts can fail sometimes	Novices can succeed sometimes	0.013429598679197798	0.003494760871084367	0.003248580945347452	0.001225362796803707	0.005658746275036444	0.00679291142172177	0.0025314949655470846	0.0029152893616840128	0.45445726286787475	0.5352312826320436	0.6909132599167831	0.30029141616715566
Time is a crystal	Time is a river	You can't change the future	You can change the future	0.0046443551761118015	0.008527535833122355	0.03067494878296376	0.013394130502512916	0.022637359815364185	0.01446707504433417	0.0238957180796938	0.015645770932571273	0.6100984936426604	0.39567986242799885	0.48647888425554525	0.5195713133381861
The bar is a giant's step away	The bar is a cat's jump away	The bar is far away	The bar is close by	0.0051038991502626065	0.006208181592385824	0.009145203738697871	0.011662453153387155	0.016837102568197784	0.014381320474349774	0.018909334421231563	0.016796527044040447	0.5393322572780346	0.47041371793751485	0.47101484752667006	0.538732734327892
He had funnels in his ears throughout the lecture	He had cotton in his ears throughout the lecture	He did pay attention	He did not pay attention	0.0046953720701427264	0.00946658120991017	0.006656533093411667	0.021251781652031867	0.007461674360869821	0.011896864419858795	0.01281405042883508	0.020726651274951248	0.3854461561064672	0.6179552073179038	0.3680102407317406	0.6353285608101574
